key,name,description,cover_image_url,external_url,retire_count
only_one_group.book14,Emigrant Savings Bank Bond and Mortgage Record Books,Complete set of records spanning 1871-19..,http://images.nypl.org/index.php?id=5265257&t=w,http://digitalcollections.nypl.org/collections/emigrant-savings-bank-records,2
