order,file_path,thumbnail,capture_uuid,page_uri,book_uri,source_rotated,width,height,source_x,source_y,source_w,source_h
3,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/full/01ef21b0-8701-0133-9aa7-00505686a51c.left-middle.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/thumb/01ef21b0-8701-0133-9aa7-00505686a51c.left-middle.jpg,01ef21b0-8701-0133-9aa7-00505686a51c,http://digitalcollections.nypl.org/items/01ef21b0-8701-0133-9aa7-00505686a51c,http://digitalcollections.nypl.org/items/01af2f60-8701-0133-b22c-00505686a51c,0.503563,1340.58,685.41,0,624.03,1340.58,685.41
3,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/full/01ef21b0-8701-0133-9aa7-00505686a51c.left-bottom.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/thumb/01ef21b0-8701-0133-9aa7-00505686a51c.left-bottom.jpg,01ef21b0-8701-0133-9aa7-00505686a51c,http://digitalcollections.nypl.org/items/01ef21b0-8701-0133-9aa7-00505686a51c,http://digitalcollections.nypl.org/items/01af2f60-8701-0133-b22c-00505686a51c,0.503563,1340.58,664.95,0,1268.52,1340.58,664.95
3,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/full/01ef21b0-8701-0133-9aa7-00505686a51c.right-top.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/thumb/01ef21b0-8701-0133-9aa7-00505686a51c.right-top.jpg,01ef21b0-8701-0133-9aa7-00505686a51c,http://digitalcollections.nypl.org/items/01ef21b0-8701-0133-9aa7-00505686a51c,http://digitalcollections.nypl.org/items/01af2f60-8701-0133-b22c-00505686a51c,0.503563,1340.58,664.95,1237.42,0,1340.58,664.95
3,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/full/01ef21b0-8701-0133-9aa7-00505686a51c.right-middle.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/thumb/01ef21b0-8701-0133-9aa7-00505686a51c.right-middle.jpg,01ef21b0-8701-0133-9aa7-00505686a51c,http://digitalcollections.nypl.org/items/01ef21b0-8701-0133-9aa7-00505686a51c,http://digitalcollections.nypl.org/items/01af2f60-8701-0133-b22c-00505686a51c,0.503563,1340.58,685.41,1237.42,624.03,1340.58,685.41
3,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/full/01ef21b0-8701-0133-9aa7-00505686a51c.right-bottom.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/thumb/01ef21b0-8701-0133-9aa7-00505686a51c.right-bottom.jpg,01ef21b0-8701-0133-9aa7-00505686a51c,http://digitalcollections.nypl.org/items/01ef21b0-8701-0133-9aa7-00505686a51c,http://digitalcollections.nypl.org/items/01af2f60-8701-0133-b22c-00505686a51c,0.503563,1340.58,664.95,1237.42,1268.52,1340.58,664.95
4,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/full/0205c0d0-8701-0133-28ba-00505686a51c.left-top.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/thumb/0205c0d0-8701-0133-28ba-00505686a51c.left-top.jpg,0205c0d0-8701-0133-28ba-00505686a51c,http://digitalcollections.nypl.org/items/0205c0d0-8701-0133-28ba-00505686a51c,http://digitalcollections.nypl.org/items/01af2f60-8701-0133-b22c-00505686a51c,0.615458,1343.68,668.1999999999999,0,0,1343.68,668.1999999999999
4,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/full/0205c0d0-8701-0133-28ba-00505686a51c.left-middle.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/thumb/0205c0d0-8701-0133-28ba-00505686a51c.left-middle.jpg,0205c0d0-8701-0133-28ba-00505686a51c,http://digitalcollections.nypl.org/items/0205c0d0-8701-0133-28ba-00505686a51c,http://digitalcollections.nypl.org/items/01af2f60-8701-0133-b22c-00505686a51c,0.615458,1343.68,688.76,0,627.08,1343.68,688.76
4,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/full/0205c0d0-8701-0133-28ba-00505686a51c.left-bottom.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/thumb/0205c0d0-8701-0133-28ba-00505686a51c.left-bottom.jpg,0205c0d0-8701-0133-28ba-00505686a51c,http://digitalcollections.nypl.org/items/0205c0d0-8701-0133-28ba-00505686a51c,http://digitalcollections.nypl.org/items/01af2f60-8701-0133-b22c-00505686a51c,0.615458,1343.68,668.1999999999999,0,1274.72,1343.68,668.1999999999999
4,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/full/0205c0d0-8701-0133-28ba-00505686a51c.right-top.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/thumb/0205c0d0-8701-0133-28ba-00505686a51c.right-top.jpg,0205c0d0-8701-0133-28ba-00505686a51c,http://digitalcollections.nypl.org/items/0205c0d0-8701-0133-28ba-00505686a51c,http://digitalcollections.nypl.org/items/01af2f60-8701-0133-b22c-00505686a51c,0.615458,1343.68,668.1999999999999,1240.32,0,1343.68,668.1999999999999
4,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/full/0205c0d0-8701-0133-28ba-00505686a51c.right-middle.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/thumb/0205c0d0-8701-0133-28ba-00505686a51c.right-middle.jpg,0205c0d0-8701-0133-28ba-00505686a51c,http://digitalcollections.nypl.org/items/0205c0d0-8701-0133-28ba-00505686a51c,http://digitalcollections.nypl.org/items/01af2f60-8701-0133-b22c-00505686a51c,0.615458,1343.68,688.76,1240.32,627.08,1343.68,688.76
4,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/full/0205c0d0-8701-0133-28ba-00505686a51c.right-bottom.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/thumb/0205c0d0-8701-0133-28ba-00505686a51c.right-bottom.jpg,0205c0d0-8701-0133-28ba-00505686a51c,http://digitalcollections.nypl.org/items/0205c0d0-8701-0133-28ba-00505686a51c,http://digitalcollections.nypl.org/items/01af2f60-8701-0133-b22c-00505686a51c,0.615458,1343.68,668.1999999999999,1240.32,1274.72,1343.68,668.1999999999999
115,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/full/0b54df20-8701-0133-5cb2-00505686a51c.left-top.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/thumb/0b54df20-8701-0133-5cb2-00505686a51c.left-top.jpg,0b54df20-8701-0133-5cb2-00505686a51c,http://digitalcollections.nypl.org/items/0b54df20-8701-0133-5cb2-00505686a51c,http://digitalcollections.nypl.org/items/01af2f60-8701-0133-b22c-00505686a51c,0.0279765,1332.24,650.65,0,0,1332.24,650.65
115,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/full/0b54df20-8701-0133-5cb2-00505686a51c.left-middle.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/thumb/0b54df20-8701-0133-5cb2-00505686a51c.left-middle.jpg,0b54df20-8701-0133-5cb2-00505686a51c,http://digitalcollections.nypl.org/items/0b54df20-8701-0133-5cb2-00505686a51c,http://digitalcollections.nypl.org/items/01af2f60-8701-0133-b22c-00505686a51c,0.0279765,1332.24,670.67,0,610.61,1332.24,670.67
115,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/full/0b54df20-8701-0133-5cb2-00505686a51c.left-bottom.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/thumb/0b54df20-8701-0133-5cb2-00505686a51c.left-bottom.jpg,0b54df20-8701-0133-5cb2-00505686a51c,http://digitalcollections.nypl.org/items/0b54df20-8701-0133-5cb2-00505686a51c,http://digitalcollections.nypl.org/items/01af2f60-8701-0133-b22c-00505686a51c,0.0279765,1332.24,650.65,0,1241.24,1332.24,650.65
115,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/full/0b54df20-8701-0133-5cb2-00505686a51c.right-top.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/thumb/0b54df20-8701-0133-5cb2-00505686a51c.right-top.jpg,0b54df20-8701-0133-5cb2-00505686a51c,http://digitalcollections.nypl.org/items/0b54df20-8701-0133-5cb2-00505686a51c,http://digitalcollections.nypl.org/items/01af2f60-8701-0133-b22c-00505686a51c,0.0279765,1332.24,650.65,1229.76,0,1332.24,650.65
115,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/full/0b54df20-8701-0133-5cb2-00505686a51c.right-middle.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/thumb/0b54df20-8701-0133-5cb2-00505686a51c.right-middle.jpg,0b54df20-8701-0133-5cb2-00505686a51c,http://digitalcollections.nypl.org/items/0b54df20-8701-0133-5cb2-00505686a51c,http://digitalcollections.nypl.org/items/01af2f60-8701-0133-b22c-00505686a51c,0.0279765,1332.24,670.67,1229.76,610.61,1332.24,670.67
115,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/full/0b54df20-8701-0133-5cb2-00505686a51c.right-bottom.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/thumb/0b54df20-8701-0133-5cb2-00505686a51c.right-bottom.jpg,0b54df20-8701-0133-5cb2-00505686a51c,http://digitalcollections.nypl.org/items/0b54df20-8701-0133-5cb2-00505686a51c,http://digitalcollections.nypl.org/items/01af2f60-8701-0133-b22c-00505686a51c,0.0279765,1332.24,650.65,1229.76,1241.24,1332.24,650.65
116,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/full/0b6afb60-8701-0133-eb5a-00505686a51c.left-top.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/thumb/0b6afb60-8701-0133-eb5a-00505686a51c.left-top.jpg,0b6afb60-8701-0133-eb5a-00505686a51c,http://digitalcollections.nypl.org/items/0b6afb60-8701-0133-eb5a-00505686a51c,http://digitalcollections.nypl.org/items/01af2f60-8701-0133-b22c-00505686a51c,0.0279765,1332.24,652.2750000000001,0,0,1332.24,652.2750000000001
116,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/full/0b6afb60-8701-0133-eb5a-00505686a51c.left-middle.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/thumb/0b6afb60-8701-0133-eb5a-00505686a51c.left-middle.jpg,0b6afb60-8701-0133-eb5a-00505686a51c,http://digitalcollections.nypl.org/items/0b6afb60-8701-0133-eb5a-00505686a51c,http://digitalcollections.nypl.org/items/01af2f60-8701-0133-b22c-00505686a51c,0.0279765,1332.24,672.345,0,612.135,1332.24,672.345
116,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/full/0b6afb60-8701-0133-eb5a-00505686a51c.left-bottom.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/thumb/0b6afb60-8701-0133-eb5a-00505686a51c.left-bottom.jpg,0b6afb60-8701-0133-eb5a-00505686a51c,http://digitalcollections.nypl.org/items/0b6afb60-8701-0133-eb5a-00505686a51c,http://digitalcollections.nypl.org/items/01af2f60-8701-0133-b22c-00505686a51c,0.0279765,1332.24,652.2750000000001,0,1244.3400000000001,1332.24,652.2750000000001
116,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/full/0b6afb60-8701-0133-eb5a-00505686a51c.right-top.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/thumb/0b6afb60-8701-0133-eb5a-00505686a51c.right-top.jpg,0b6afb60-8701-0133-eb5a-00505686a51c,http://digitalcollections.nypl.org/items/0b6afb60-8701-0133-eb5a-00505686a51c,http://digitalcollections.nypl.org/items/01af2f60-8701-0133-b22c-00505686a51c,0.0279765,1332.24,652.2750000000001,1229.76,0,1332.24,652.2750000000001
116,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/full/0b6afb60-8701-0133-eb5a-00505686a51c.right-middle.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/thumb/0b6afb60-8701-0133-eb5a-00505686a51c.right-middle.jpg,0b6afb60-8701-0133-eb5a-00505686a51c,http://digitalcollections.nypl.org/items/0b6afb60-8701-0133-eb5a-00505686a51c,http://digitalcollections.nypl.org/items/01af2f60-8701-0133-b22c-00505686a51c,0.0279765,1332.24,672.345,1229.76,612.135,1332.24,672.345
116,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/full/0b6afb60-8701-0133-eb5a-00505686a51c.right-bottom.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/thumb/0b6afb60-8701-0133-eb5a-00505686a51c.right-bottom.jpg,0b6afb60-8701-0133-eb5a-00505686a51c,http://digitalcollections.nypl.org/items/0b6afb60-8701-0133-eb5a-00505686a51c,http://digitalcollections.nypl.org/items/01af2f60-8701-0133-b22c-00505686a51c,0.0279765,1332.24,652.2750000000001,1229.76,1244.3400000000001,1332.24,652.2750000000001
117,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/full/0b81b4b0-8701-0133-6938-00505686a51c.left-top.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/thumb/0b81b4b0-8701-0133-6938-00505686a51c.left-top.jpg,0b81b4b0-8701-0133-6938-00505686a51c,http://digitalcollections.nypl.org/items/0b81b4b0-8701-0133-6938-00505686a51c,http://digitalcollections.nypl.org/items/01af2f60-8701-0133-b22c-00505686a51c,-0.0,1331.2,649.35,0,0,1331.2,649.35
117,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/full/0b81b4b0-8701-0133-6938-00505686a51c.left-middle.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/thumb/0b81b4b0-8701-0133-6938-00505686a51c.left-middle.jpg,0b81b4b0-8701-0133-6938-00505686a51c,http://digitalcollections.nypl.org/items/0b81b4b0-8701-0133-6938-00505686a51c,http://digitalcollections.nypl.org/items/01af2f60-8701-0133-b22c-00505686a51c,-0.0,1331.2,669.33,0,609.39,1331.2,669.33
117,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/full/0b81b4b0-8701-0133-6938-00505686a51c.left-bottom.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/thumb/0b81b4b0-8701-0133-6938-00505686a51c.left-bottom.jpg,0b81b4b0-8701-0133-6938-00505686a51c,http://digitalcollections.nypl.org/items/0b81b4b0-8701-0133-6938-00505686a51c,http://digitalcollections.nypl.org/items/01af2f60-8701-0133-b22c-00505686a51c,-0.0,1331.2,649.35,0,1238.76,1331.2,649.35
117,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/full/0b81b4b0-8701-0133-6938-00505686a51c.right-top.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/thumb/0b81b4b0-8701-0133-6938-00505686a51c.right-top.jpg,0b81b4b0-8701-0133-6938-00505686a51c,http://digitalcollections.nypl.org/items/0b81b4b0-8701-0133-6938-00505686a51c,http://digitalcollections.nypl.org/items/01af2f60-8701-0133-b22c-00505686a51c,-0.0,1331.2,649.35,1228.8,0,1331.2,649.35
117,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/full/0b81b4b0-8701-0133-6938-00505686a51c.right-middle.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/thumb/0b81b4b0-8701-0133-6938-00505686a51c.right-middle.jpg,0b81b4b0-8701-0133-6938-00505686a51c,http://digitalcollections.nypl.org/items/0b81b4b0-8701-0133-6938-00505686a51c,http://digitalcollections.nypl.org/items/01af2f60-8701-0133-b22c-00505686a51c,-0.0,1331.2,669.33,1228.8,609.39,1331.2,669.33
117,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/full/0b81b4b0-8701-0133-6938-00505686a51c.right-bottom.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/thumb/0b81b4b0-8701-0133-6938-00505686a51c.right-bottom.jpg,0b81b4b0-8701-0133-6938-00505686a51c,http://digitalcollections.nypl.org/items/0b81b4b0-8701-0133-6938-00505686a51c,http://digitalcollections.nypl.org/items/01af2f60-8701-0133-b22c-00505686a51c,-0.0,1331.2,649.35,1228.8,1238.76,1331.2,649.35
118,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/full/0b981f30-8701-0133-1836-00505686a51c.left-top.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/thumb/0b981f30-8701-0133-1836-00505686a51c.left-top.jpg,0b981f30-8701-0133-1836-00505686a51c,http://digitalcollections.nypl.org/items/0b981f30-8701-0133-1836-00505686a51c,http://digitalcollections.nypl.org/items/01af2f60-8701-0133-b22c-00505686a51c,0.195834,1335.36,652.2750000000001,0,0,1335.36,652.2750000000001
118,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/full/0b981f30-8701-0133-1836-00505686a51c.left-middle.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/thumb/0b981f30-8701-0133-1836-00505686a51c.left-middle.jpg,0b981f30-8701-0133-1836-00505686a51c,http://digitalcollections.nypl.org/items/0b981f30-8701-0133-1836-00505686a51c,http://digitalcollections.nypl.org/items/01af2f60-8701-0133-b22c-00505686a51c,0.195834,1335.36,672.345,0,612.135,1335.36,672.345
118,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/full/0b981f30-8701-0133-1836-00505686a51c.left-bottom.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/thumb/0b981f30-8701-0133-1836-00505686a51c.left-bottom.jpg,0b981f30-8701-0133-1836-00505686a51c,http://digitalcollections.nypl.org/items/0b981f30-8701-0133-1836-00505686a51c,http://digitalcollections.nypl.org/items/01af2f60-8701-0133-b22c-00505686a51c,0.195834,1335.36,652.2750000000001,0,1244.3400000000001,1335.36,652.2750000000001
118,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/full/0b981f30-8701-0133-1836-00505686a51c.right-top.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/thumb/0b981f30-8701-0133-1836-00505686a51c.right-top.jpg,0b981f30-8701-0133-1836-00505686a51c,http://digitalcollections.nypl.org/items/0b981f30-8701-0133-1836-00505686a51c,http://digitalcollections.nypl.org/items/01af2f60-8701-0133-b22c-00505686a51c,0.195834,1335.36,652.2750000000001,1232.64,0,1335.36,652.2750000000001
118,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/full/0b981f30-8701-0133-1836-00505686a51c.right-middle.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/thumb/0b981f30-8701-0133-1836-00505686a51c.right-middle.jpg,0b981f30-8701-0133-1836-00505686a51c,http://digitalcollections.nypl.org/items/0b981f30-8701-0133-1836-00505686a51c,http://digitalcollections.nypl.org/items/01af2f60-8701-0133-b22c-00505686a51c,0.195834,1335.36,672.345,1232.64,612.135,1335.36,672.345
118,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/full/0b981f30-8701-0133-1836-00505686a51c.right-bottom.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/thumb/0b981f30-8701-0133-1836-00505686a51c.right-bottom.jpg,0b981f30-8701-0133-1836-00505686a51c,http://digitalcollections.nypl.org/items/0b981f30-8701-0133-1836-00505686a51c,http://digitalcollections.nypl.org/items/01af2f60-8701-0133-b22c-00505686a51c,0.195834,1335.36,652.2750000000001,1232.64,1244.3400000000001,1335.36,652.2750000000001
119,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/full/0bae5da0-8701-0133-66d5-00505686a51c.left-top.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/thumb/0bae5da0-8701-0133-66d5-00505686a51c.left-top.jpg,0bae5da0-8701-0133-66d5-00505686a51c,http://digitalcollections.nypl.org/items/0bae5da0-8701-0133-66d5-00505686a51c,http://digitalcollections.nypl.org/items/01af2f60-8701-0133-b22c-00505686a51c,0.251786,1336.4,655.1999999999999,0,0,1336.4,655.1999999999999
119,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/full/0bae5da0-8701-0133-66d5-00505686a51c.left-middle.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/thumb/0bae5da0-8701-0133-66d5-00505686a51c.left-middle.jpg,0bae5da0-8701-0133-66d5-00505686a51c,http://digitalcollections.nypl.org/items/0bae5da0-8701-0133-66d5-00505686a51c,http://digitalcollections.nypl.org/items/01af2f60-8701-0133-b22c-00505686a51c,0.251786,1336.4,675.36,0,614.88,1336.4,675.36
119,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/full/0bae5da0-8701-0133-66d5-00505686a51c.left-bottom.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/thumb/0bae5da0-8701-0133-66d5-00505686a51c.left-bottom.jpg,0bae5da0-8701-0133-66d5-00505686a51c,http://digitalcollections.nypl.org/items/0bae5da0-8701-0133-66d5-00505686a51c,http://digitalcollections.nypl.org/items/01af2f60-8701-0133-b22c-00505686a51c,0.251786,1336.4,655.1999999999999,0,1249.9199999999998,1336.4,655.1999999999999
119,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/full/0bae5da0-8701-0133-66d5-00505686a51c.right-top.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/thumb/0bae5da0-8701-0133-66d5-00505686a51c.right-top.jpg,0bae5da0-8701-0133-66d5-00505686a51c,http://digitalcollections.nypl.org/items/0bae5da0-8701-0133-66d5-00505686a51c,http://digitalcollections.nypl.org/items/01af2f60-8701-0133-b22c-00505686a51c,0.251786,1336.4,655.1999999999999,1233.6,0,1336.4,655.1999999999999
119,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/full/0bae5da0-8701-0133-66d5-00505686a51c.right-middle.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/thumb/0bae5da0-8701-0133-66d5-00505686a51c.right-middle.jpg,0bae5da0-8701-0133-66d5-00505686a51c,http://digitalcollections.nypl.org/items/0bae5da0-8701-0133-66d5-00505686a51c,http://digitalcollections.nypl.org/items/01af2f60-8701-0133-b22c-00505686a51c,0.251786,1336.4,675.36,1233.6,614.88,1336.4,675.36
