order,file_path,thumbnail,capture_uuid,page_uri,book_uri
426,http://images.nypl.org/index.php?id=5261717&t=v,http://images.nypl.org/index.php?id=5261717&t=r,c5a20200-015a-0133-83f3-58d385a7bbd0,http://digitalcollections.nypl.org/items/c5a20200-015a-0133-83f3-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
427,http://images.nypl.org/index.php?id=5261718&t=v,http://images.nypl.org/index.php?id=5261718&t=r,c5ab86c0-015a-0133-9de2-58d385a7bbd0,http://digitalcollections.nypl.org/items/c5ab86c0-015a-0133-9de2-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
428,http://images.nypl.org/index.php?id=5261719&t=v,http://images.nypl.org/index.php?id=5261719&t=r,c5b546f0-015a-0133-7565-58d385a7bbd0,http://digitalcollections.nypl.org/items/c5b546f0-015a-0133-7565-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
429,http://images.nypl.org/index.php?id=5261720&t=v,http://images.nypl.org/index.php?id=5261720&t=r,c5bf0e50-015a-0133-81a6-58d385a7bbd0,http://digitalcollections.nypl.org/items/c5bf0e50-015a-0133-81a6-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
430,http://images.nypl.org/index.php?id=5261721&t=v,http://images.nypl.org/index.php?id=5261721&t=r,c5c8e6d0-015a-0133-76a9-58d385a7bbd0,http://digitalcollections.nypl.org/items/c5c8e6d0-015a-0133-76a9-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
431,http://images.nypl.org/index.php?id=5261722&t=v,http://images.nypl.org/index.php?id=5261722&t=r,c5d26ea0-015a-0133-83f0-58d385a7bbd0,http://digitalcollections.nypl.org/items/c5d26ea0-015a-0133-83f0-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
432,http://images.nypl.org/index.php?id=5261723&t=v,http://images.nypl.org/index.php?id=5261723&t=r,c5dc2e30-015a-0133-cbf2-58d385a7bbd0,http://digitalcollections.nypl.org/items/c5dc2e30-015a-0133-cbf2-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
433,http://images.nypl.org/index.php?id=5261724&t=v,http://images.nypl.org/index.php?id=5261724&t=r,c5e5fb40-015a-0133-5eb2-58d385a7bbd0,http://digitalcollections.nypl.org/items/c5e5fb40-015a-0133-5eb2-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
434,http://images.nypl.org/index.php?id=5261725&t=v,http://images.nypl.org/index.php?id=5261725&t=r,c5efa1f0-015a-0133-433a-58d385a7bbd0,http://digitalcollections.nypl.org/items/c5efa1f0-015a-0133-433a-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
435,http://images.nypl.org/index.php?id=5261726&t=v,http://images.nypl.org/index.php?id=5261726&t=r,c5f92f90-015a-0133-578f-58d385a7bbd0,http://digitalcollections.nypl.org/items/c5f92f90-015a-0133-578f-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
436,http://images.nypl.org/index.php?id=5261727&t=v,http://images.nypl.org/index.php?id=5261727&t=r,c602bbb0-015a-0133-ac3b-58d385a7bbd0,http://digitalcollections.nypl.org/items/c602bbb0-015a-0133-ac3b-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
437,http://images.nypl.org/index.php?id=5261728&t=v,http://images.nypl.org/index.php?id=5261728&t=r,c60d1df0-015a-0133-5e07-58d385a7bbd0,http://digitalcollections.nypl.org/items/c60d1df0-015a-0133-5e07-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
438,http://images.nypl.org/index.php?id=5261729&t=v,http://images.nypl.org/index.php?id=5261729&t=r,c616add0-015a-0133-3009-58d385a7bbd0,http://digitalcollections.nypl.org/items/c616add0-015a-0133-3009-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
439,http://images.nypl.org/index.php?id=5261730&t=v,http://images.nypl.org/index.php?id=5261730&t=r,c6202ed0-015a-0133-1caf-58d385a7bbd0,http://digitalcollections.nypl.org/items/c6202ed0-015a-0133-1caf-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
440,http://images.nypl.org/index.php?id=5261731&t=v,http://images.nypl.org/index.php?id=5261731&t=r,c629c2b0-015a-0133-664b-58d385a7bbd0,http://digitalcollections.nypl.org/items/c629c2b0-015a-0133-664b-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
441,http://images.nypl.org/index.php?id=5261732&t=v,http://images.nypl.org/index.php?id=5261732&t=r,c6335750-015a-0133-7e06-58d385a7bbd0,http://digitalcollections.nypl.org/items/c6335750-015a-0133-7e06-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
442,http://images.nypl.org/index.php?id=5261733&t=v,http://images.nypl.org/index.php?id=5261733&t=r,c63ce5b0-015a-0133-e4ae-58d385a7bbd0,http://digitalcollections.nypl.org/items/c63ce5b0-015a-0133-e4ae-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
443,http://images.nypl.org/index.php?id=5261734&t=v,http://images.nypl.org/index.php?id=5261734&t=r,c64669b0-015a-0133-cbaf-58d385a7bbd0,http://digitalcollections.nypl.org/items/c64669b0-015a-0133-cbaf-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
444,http://images.nypl.org/index.php?id=5261735&t=v,http://images.nypl.org/index.php?id=5261735&t=r,c64fe5f0-015a-0133-138b-58d385a7bbd0,http://digitalcollections.nypl.org/items/c64fe5f0-015a-0133-138b-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
445,http://images.nypl.org/index.php?id=5261736&t=v,http://images.nypl.org/index.php?id=5261736&t=r,c6596d40-015a-0133-2c6b-58d385a7bbd0,http://digitalcollections.nypl.org/items/c6596d40-015a-0133-2c6b-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
446,http://images.nypl.org/index.php?id=5261737&t=v,http://images.nypl.org/index.php?id=5261737&t=r,c6636820-015a-0133-6c2f-58d385a7bbd0,http://digitalcollections.nypl.org/items/c6636820-015a-0133-6c2f-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
447,http://images.nypl.org/index.php?id=5261738&t=v,http://images.nypl.org/index.php?id=5261738&t=r,c66cf030-015a-0133-4267-58d385a7bbd0,http://digitalcollections.nypl.org/items/c66cf030-015a-0133-4267-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
448,http://images.nypl.org/index.php?id=5261739&t=v,http://images.nypl.org/index.php?id=5261739&t=r,c6766db0-015a-0133-b72a-58d385a7bbd0,http://digitalcollections.nypl.org/items/c6766db0-015a-0133-b72a-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
449,http://images.nypl.org/index.php?id=5261740&t=v,http://images.nypl.org/index.php?id=5261740&t=r,c68001a0-015a-0133-6e4f-58d385a7bbd0,http://digitalcollections.nypl.org/items/c68001a0-015a-0133-6e4f-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
450,http://images.nypl.org/index.php?id=5261741&t=v,http://images.nypl.org/index.php?id=5261741&t=r,c68998d0-015a-0133-77c6-58d385a7bbd0,http://digitalcollections.nypl.org/items/c68998d0-015a-0133-77c6-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
451,http://images.nypl.org/index.php?id=5261742&t=v,http://images.nypl.org/index.php?id=5261742&t=r,c6933420-015a-0133-fe21-58d385a7bbd0,http://digitalcollections.nypl.org/items/c6933420-015a-0133-fe21-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
452,http://images.nypl.org/index.php?id=5261743&t=v,http://images.nypl.org/index.php?id=5261743&t=r,c69d31f0-015a-0133-9edb-58d385a7bbd0,http://digitalcollections.nypl.org/items/c69d31f0-015a-0133-9edb-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
453,http://images.nypl.org/index.php?id=5261744&t=v,http://images.nypl.org/index.php?id=5261744&t=r,c6a72380-015a-0133-7e15-58d385a7bbd0,http://digitalcollections.nypl.org/items/c6a72380-015a-0133-7e15-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
454,http://images.nypl.org/index.php?id=5261745&t=v,http://images.nypl.org/index.php?id=5261745&t=r,c6b0dc60-015a-0133-0cd9-58d385a7bbd0,http://digitalcollections.nypl.org/items/c6b0dc60-015a-0133-0cd9-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
455,http://images.nypl.org/index.php?id=5261746&t=v,http://images.nypl.org/index.php?id=5261746&t=r,c6bab350-015a-0133-5d4f-58d385a7bbd0,http://digitalcollections.nypl.org/items/c6bab350-015a-0133-5d4f-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
456,http://images.nypl.org/index.php?id=5261747&t=v,http://images.nypl.org/index.php?id=5261747&t=r,c6c47a50-015a-0133-bd24-58d385a7bbd0,http://digitalcollections.nypl.org/items/c6c47a50-015a-0133-bd24-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
457,http://images.nypl.org/index.php?id=5261748&t=v,http://images.nypl.org/index.php?id=5261748&t=r,c6ce6160-015a-0133-4d47-58d385a7bbd0,http://digitalcollections.nypl.org/items/c6ce6160-015a-0133-4d47-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
458,http://images.nypl.org/index.php?id=5261749&t=v,http://images.nypl.org/index.php?id=5261749&t=r,c6d85260-015a-0133-3876-58d385a7bbd0,http://digitalcollections.nypl.org/items/c6d85260-015a-0133-3876-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
459,http://images.nypl.org/index.php?id=5261750&t=v,http://images.nypl.org/index.php?id=5261750&t=r,c6e24ad0-015a-0133-c28a-58d385a7bbd0,http://digitalcollections.nypl.org/items/c6e24ad0-015a-0133-c28a-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
460,http://images.nypl.org/index.php?id=5261751&t=v,http://images.nypl.org/index.php?id=5261751&t=r,c6ec1dc0-015a-0133-42ec-58d385a7bbd0,http://digitalcollections.nypl.org/items/c6ec1dc0-015a-0133-42ec-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
461,http://images.nypl.org/index.php?id=5261752&t=v,http://images.nypl.org/index.php?id=5261752&t=r,c6f5cd60-015a-0133-3691-58d385a7bbd0,http://digitalcollections.nypl.org/items/c6f5cd60-015a-0133-3691-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
462,http://images.nypl.org/index.php?id=5261753&t=v,http://images.nypl.org/index.php?id=5261753&t=r,c70003c0-015a-0133-bafe-58d385a7bbd0,http://digitalcollections.nypl.org/items/c70003c0-015a-0133-bafe-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
463,http://images.nypl.org/index.php?id=5261754&t=v,http://images.nypl.org/index.php?id=5261754&t=r,c70966e0-015a-0133-a507-58d385a7bbd0,http://digitalcollections.nypl.org/items/c70966e0-015a-0133-a507-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
464,http://images.nypl.org/index.php?id=5261755&t=v,http://images.nypl.org/index.php?id=5261755&t=r,c712de60-015a-0133-e222-58d385a7bbd0,http://digitalcollections.nypl.org/items/c712de60-015a-0133-e222-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
465,http://images.nypl.org/index.php?id=5261756&t=v,http://images.nypl.org/index.php?id=5261756&t=r,c71c4840-015a-0133-a0cb-58d385a7bbd0,http://digitalcollections.nypl.org/items/c71c4840-015a-0133-a0cb-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
466,http://images.nypl.org/index.php?id=5261757&t=v,http://images.nypl.org/index.php?id=5261757&t=r,c7259f60-015a-0133-b647-58d385a7bbd0,http://digitalcollections.nypl.org/items/c7259f60-015a-0133-b647-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
467,http://images.nypl.org/index.php?id=5261758&t=v,http://images.nypl.org/index.php?id=5261758&t=r,c72f3900-015a-0133-b91d-58d385a7bbd0,http://digitalcollections.nypl.org/items/c72f3900-015a-0133-b91d-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
468,http://images.nypl.org/index.php?id=5261759&t=v,http://images.nypl.org/index.php?id=5261759&t=r,c738b400-015a-0133-3bdb-58d385a7bbd0,http://digitalcollections.nypl.org/items/c738b400-015a-0133-3bdb-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
469,http://images.nypl.org/index.php?id=5261760&t=v,http://images.nypl.org/index.php?id=5261760&t=r,c7424100-015a-0133-8e68-58d385a7bbd0,http://digitalcollections.nypl.org/items/c7424100-015a-0133-8e68-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
470,http://images.nypl.org/index.php?id=5261761&t=v,http://images.nypl.org/index.php?id=5261761&t=r,c74bbb90-015a-0133-f166-58d385a7bbd0,http://digitalcollections.nypl.org/items/c74bbb90-015a-0133-f166-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
471,http://images.nypl.org/index.php?id=5261762&t=v,http://images.nypl.org/index.php?id=5261762&t=r,c75541e0-015a-0133-36c9-58d385a7bbd0,http://digitalcollections.nypl.org/items/c75541e0-015a-0133-36c9-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
472,http://images.nypl.org/index.php?id=5261763&t=v,http://images.nypl.org/index.php?id=5261763&t=r,c75eaa50-015a-0133-5b77-58d385a7bbd0,http://digitalcollections.nypl.org/items/c75eaa50-015a-0133-5b77-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
473,http://images.nypl.org/index.php?id=5261764&t=v,http://images.nypl.org/index.php?id=5261764&t=r,c7684ac0-015a-0133-a415-58d385a7bbd0,http://digitalcollections.nypl.org/items/c7684ac0-015a-0133-a415-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
474,http://images.nypl.org/index.php?id=5261765&t=v,http://images.nypl.org/index.php?id=5261765&t=r,c7741c80-015a-0133-0422-58d385a7bbd0,http://digitalcollections.nypl.org/items/c7741c80-015a-0133-0422-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
475,http://images.nypl.org/index.php?id=5261766&t=v,http://images.nypl.org/index.php?id=5261766&t=r,c77e1ab0-015a-0133-2d58-58d385a7bbd0,http://digitalcollections.nypl.org/items/c77e1ab0-015a-0133-2d58-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
476,http://images.nypl.org/index.php?id=5261767&t=v,http://images.nypl.org/index.php?id=5261767&t=r,c787bf80-015a-0133-e09c-58d385a7bbd0,http://digitalcollections.nypl.org/items/c787bf80-015a-0133-e09c-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
477,http://images.nypl.org/index.php?id=5261768&t=v,http://images.nypl.org/index.php?id=5261768&t=r,c7913600-015a-0133-e35d-58d385a7bbd0,http://digitalcollections.nypl.org/items/c7913600-015a-0133-e35d-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
478,http://images.nypl.org/index.php?id=5261769&t=v,http://images.nypl.org/index.php?id=5261769&t=r,c79ac0a0-015a-0133-9aa6-58d385a7bbd0,http://digitalcollections.nypl.org/items/c79ac0a0-015a-0133-9aa6-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
479,http://images.nypl.org/index.php?id=5261770&t=v,http://images.nypl.org/index.php?id=5261770&t=r,c7a44160-015a-0133-527a-58d385a7bbd0,http://digitalcollections.nypl.org/items/c7a44160-015a-0133-527a-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
480,http://images.nypl.org/index.php?id=5261771&t=v,http://images.nypl.org/index.php?id=5261771&t=r,c7adb8f0-015a-0133-2078-58d385a7bbd0,http://digitalcollections.nypl.org/items/c7adb8f0-015a-0133-2078-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
481,http://images.nypl.org/index.php?id=5261772&t=v,http://images.nypl.org/index.php?id=5261772&t=r,c7b74510-015a-0133-b881-58d385a7bbd0,http://digitalcollections.nypl.org/items/c7b74510-015a-0133-b881-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
482,http://images.nypl.org/index.php?id=5261773&t=v,http://images.nypl.org/index.php?id=5261773&t=r,c7c0cf80-015a-0133-295f-58d385a7bbd0,http://digitalcollections.nypl.org/items/c7c0cf80-015a-0133-295f-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
483,http://images.nypl.org/index.php?id=5261774&t=v,http://images.nypl.org/index.php?id=5261774&t=r,c7ca3c70-015a-0133-940e-58d385a7bbd0,http://digitalcollections.nypl.org/items/c7ca3c70-015a-0133-940e-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
484,http://images.nypl.org/index.php?id=5261775&t=v,http://images.nypl.org/index.php?id=5261775&t=r,c7d3cd60-015a-0133-6cf7-58d385a7bbd0,http://digitalcollections.nypl.org/items/c7d3cd60-015a-0133-6cf7-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
485,http://images.nypl.org/index.php?id=5261776&t=v,http://images.nypl.org/index.php?id=5261776&t=r,c7dd50b0-015a-0133-a516-58d385a7bbd0,http://digitalcollections.nypl.org/items/c7dd50b0-015a-0133-a516-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
486,http://images.nypl.org/index.php?id=5261777&t=v,http://images.nypl.org/index.php?id=5261777&t=r,c7e86860-015a-0133-b05a-58d385a7bbd0,http://digitalcollections.nypl.org/items/c7e86860-015a-0133-b05a-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
487,http://images.nypl.org/index.php?id=5261778&t=v,http://images.nypl.org/index.php?id=5261778&t=r,c7f1fa00-015a-0133-1cc3-58d385a7bbd0,http://digitalcollections.nypl.org/items/c7f1fa00-015a-0133-1cc3-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
488,http://images.nypl.org/index.php?id=5261779&t=v,http://images.nypl.org/index.php?id=5261779&t=r,c7fb7750-015a-0133-3aa7-58d385a7bbd0,http://digitalcollections.nypl.org/items/c7fb7750-015a-0133-3aa7-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
489,http://images.nypl.org/index.php?id=5261780&t=v,http://images.nypl.org/index.php?id=5261780&t=r,c8051bf0-015a-0133-18ca-58d385a7bbd0,http://digitalcollections.nypl.org/items/c8051bf0-015a-0133-18ca-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
490,http://images.nypl.org/index.php?id=5261781&t=v,http://images.nypl.org/index.php?id=5261781&t=r,c80e9d80-015a-0133-6d82-58d385a7bbd0,http://digitalcollections.nypl.org/items/c80e9d80-015a-0133-6d82-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
491,http://images.nypl.org/index.php?id=5261782&t=v,http://images.nypl.org/index.php?id=5261782&t=r,c83abd10-015a-0133-dc53-58d385a7bbd0,http://digitalcollections.nypl.org/items/c83abd10-015a-0133-dc53-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
492,http://images.nypl.org/index.php?id=5261783&t=v,http://images.nypl.org/index.php?id=5261783&t=r,c844dc90-015a-0133-15e8-58d385a7bbd0,http://digitalcollections.nypl.org/items/c844dc90-015a-0133-15e8-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
493,http://images.nypl.org/index.php?id=5261784&t=v,http://images.nypl.org/index.php?id=5261784&t=r,c84e87b0-015a-0133-1cd0-58d385a7bbd0,http://digitalcollections.nypl.org/items/c84e87b0-015a-0133-1cd0-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
494,http://images.nypl.org/index.php?id=5261785&t=v,http://images.nypl.org/index.php?id=5261785&t=r,c85873d0-015a-0133-2286-58d385a7bbd0,http://digitalcollections.nypl.org/items/c85873d0-015a-0133-2286-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
495,http://images.nypl.org/index.php?id=5261786&t=v,http://images.nypl.org/index.php?id=5261786&t=r,c86218b0-015a-0133-8e56-58d385a7bbd0,http://digitalcollections.nypl.org/items/c86218b0-015a-0133-8e56-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
496,http://images.nypl.org/index.php?id=5261787&t=v,http://images.nypl.org/index.php?id=5261787&t=r,c86be200-015a-0133-f3e0-58d385a7bbd0,http://digitalcollections.nypl.org/items/c86be200-015a-0133-f3e0-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
497,http://images.nypl.org/index.php?id=5261788&t=v,http://images.nypl.org/index.php?id=5261788&t=r,c8758350-015a-0133-1cbf-58d385a7bbd0,http://digitalcollections.nypl.org/items/c8758350-015a-0133-1cbf-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
498,http://images.nypl.org/index.php?id=5261789&t=v,http://images.nypl.org/index.php?id=5261789&t=r,c87f6540-015a-0133-a59c-58d385a7bbd0,http://digitalcollections.nypl.org/items/c87f6540-015a-0133-a59c-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
499,http://images.nypl.org/index.php?id=5261790&t=v,http://images.nypl.org/index.php?id=5261790&t=r,c888ece0-015a-0133-a9eb-58d385a7bbd0,http://digitalcollections.nypl.org/items/c888ece0-015a-0133-a9eb-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
500,http://images.nypl.org/index.php?id=5261791&t=v,http://images.nypl.org/index.php?id=5261791&t=r,c89279c0-015a-0133-6ea4-58d385a7bbd0,http://digitalcollections.nypl.org/items/c89279c0-015a-0133-6ea4-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
501,http://images.nypl.org/index.php?id=5261792&t=v,http://images.nypl.org/index.php?id=5261792&t=r,c89bdf80-015a-0133-6369-58d385a7bbd0,http://digitalcollections.nypl.org/items/c89bdf80-015a-0133-6369-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
502,http://images.nypl.org/index.php?id=5261793&t=v,http://images.nypl.org/index.php?id=5261793&t=r,c8a55e00-015a-0133-8a13-58d385a7bbd0,http://digitalcollections.nypl.org/items/c8a55e00-015a-0133-8a13-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
503,http://images.nypl.org/index.php?id=5261794&t=v,http://images.nypl.org/index.php?id=5261794&t=r,c8aee670-015a-0133-973e-58d385a7bbd0,http://digitalcollections.nypl.org/items/c8aee670-015a-0133-973e-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
504,http://images.nypl.org/index.php?id=5261795&t=v,http://images.nypl.org/index.php?id=5261795&t=r,c8b86050-015a-0133-5f05-58d385a7bbd0,http://digitalcollections.nypl.org/items/c8b86050-015a-0133-5f05-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
505,http://images.nypl.org/index.php?id=5261796&t=v,http://images.nypl.org/index.php?id=5261796&t=r,c8c21080-015a-0133-6c2b-58d385a7bbd0,http://digitalcollections.nypl.org/items/c8c21080-015a-0133-6c2b-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
506,http://images.nypl.org/index.php?id=5261797&t=v,http://images.nypl.org/index.php?id=5261797&t=r,c8cb86f0-015a-0133-73b5-58d385a7bbd0,http://digitalcollections.nypl.org/items/c8cb86f0-015a-0133-73b5-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
507,http://images.nypl.org/index.php?id=5261798&t=v,http://images.nypl.org/index.php?id=5261798&t=r,c8d52f90-015a-0133-8c31-58d385a7bbd0,http://digitalcollections.nypl.org/items/c8d52f90-015a-0133-8c31-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
508,http://images.nypl.org/index.php?id=5261799&t=v,http://images.nypl.org/index.php?id=5261799&t=r,c8dedf30-015a-0133-b384-58d385a7bbd0,http://digitalcollections.nypl.org/items/c8dedf30-015a-0133-b384-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
509,http://images.nypl.org/index.php?id=5261800&t=v,http://images.nypl.org/index.php?id=5261800&t=r,c8e876e0-015a-0133-26e2-58d385a7bbd0,http://digitalcollections.nypl.org/items/c8e876e0-015a-0133-26e2-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
510,http://images.nypl.org/index.php?id=5261801&t=v,http://images.nypl.org/index.php?id=5261801&t=r,c8f21fb0-015a-0133-e268-58d385a7bbd0,http://digitalcollections.nypl.org/items/c8f21fb0-015a-0133-e268-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
511,http://images.nypl.org/index.php?id=5261802&t=v,http://images.nypl.org/index.php?id=5261802&t=r,c8fbd650-015a-0133-fb37-58d385a7bbd0,http://digitalcollections.nypl.org/items/c8fbd650-015a-0133-fb37-58d385a7bbd0,http://digitalcollections.nypl.org/items/c0c38370-015a-0133-065e-58d385a7bbd0
