key,name,description,cover_image_url,external_url,meta_data_1,retire_count
KWM_51_JPGs_short,Phillipe de la Noye (1852-1854),Vessel: Phillipe de la Noye; First Year: 1852; Last Year: 1854; Master: David G. Pierce,http://demo.zooniverse.org/whaling-logs-test-data/KWM_51_JPGs/logbookofphillip00unse_0004.jpg,http://demo.zooniverse.org/whaling-logs-test-data/KWM_51_JPGs/logbookofphillip00unse_0004.jpg,2
